date,LNMV,PE,score,H_T,H_T,kama,ema12,ema13,ema14,ema15,ema16,ema17,ema18,ema19,ema20,ema21,ema22,ema23,ema24,ema25,ema26,ma_5,ma_6,ma_7,ma_8,ma_9,ma_10,ma_11,ma_12,ma_13,ma_14,ma_15,ma_16,ma_17,ma_18,ma_19,ma_20,fluctuation
2017/1/18,24.37417468,-57.05860185,31.4475305,,,15.84687349,15.34272807,15.30810645,15.27574885,15.24549941,15.21720266,15.19070858,15.16587543,15.14257109,15.12067359,15.10007101,15.08066101,15.06235034,15.04505406,15.02869493,15.01320267,15.61346,15.56533333,15.54438571,15.50975,15.46607778,15.43274,15.34485455,,,,,,,,,,1.18
2017/1/19,24.39657667,-58.35125352,23.91893412,,,15.85301405,15.48241606,15.44276267,15.40574234,15.37114948,15.33879058,15.30848541,15.28006749,15.25338398,15.22829516,15.20467364,15.18240353,15.16137947,15.14150574,15.12269532,15.10486914,15.80054,15.71966667,15.66324286,15.632675,15.59207778,15.54454,15.5071,15.42034167,,,,,,,,,2.27
2017/1/20,24.4005481,-58.58345205,20.34184618,,,15.8567682,15.61055205,15.56741086,15.52701669,15.4891683,15.45367404,15.42035369,15.38903933,15.35957558,15.33181943,15.30563967,15.28091627,15.25753952,15.23540928,15.21443414,15.19453069,16.0024,15.88633333,15.80475714,15.74475,15.70852222,15.6644,15.61460909,15.57445,15.48918462,,,,,,,,0.4
2017/1/23,24.4175241,-59.58645399,6.259503496,,,15.86892169,15.76195943,15.71416645,15.66937447,15.62735976,15.58791239,15.55083662,15.51595098,15.48308802,15.45209377,15.42282698,15.39515833,15.36896956,15.34415253,15.32060844,15.29824693,16.15134,16.10111667,15.98752857,15.9035,15.83918889,15.79714,15.74897273,15.69628333,15.65293077,15.56815,,,,,,,1.71
2017/1/24,24.4401255,-60.94852583,12.71557418,,,15.86900865,15.94842721,15.89414267,15.84332454,15.79568979,15.75098152,15.70896588,15.66942982,15.63217922,15.59703722,15.56384271,15.53244891,15.5027221,15.47454033,15.44779241,15.42237679,16.40508,16.28845,16.22581429,16.1108375,16.02244444,15.95267,15.90412727,15.85105833,15.79456923,15.74729286,15.66187333,,,,,,2.29
2017/1/25,24.43957549,-60.91501264,,,,15.87775455,16.10477687,16.04707943,15.99284127,15.94181607,15.89377193,15.84849189,15.80577405,15.7654313,15.72729082,15.69119337,15.65699249,15.62455359,15.59375311,15.5644776,15.53662295,16.61988,16.49835,16.38505714,16.318175,16.20571111,16.11667,16.04467273,15.99250833,15.93672308,15.87815,15.82845333,15.7433,,,,,-0.05
2017/1/26,24.43184339,-60.44582797,,,,15.93921615,16.21696504,16.15949666,16.10499576,16.05333906,16.004387,15.9579928,15.91400836,15.87228817,15.83269169,15.79508488,15.75934096,15.72534079,15.69297286,15.66213317,15.63272496,16.73654,16.65556667,16.5463,16.441175,16.37548889,16.26854,16.18188182,16.11045,16.05723846,16.00081429,15.94187333,15.8913,15.80745882,,,,-0.77
2017/1/27,24.43358438,-60.55115514,,,,15.99369365,16.31640119,16.26003999,16.20610299,16.15458417,16.10543559,16.05858248,16.0139338,15.97138935,15.93084486,15.89219535,15.8553374,15.82017072,15.78659903,15.75453062,15.72387866,16.84614,16.75766667,16.68524286,16.585925,16.48807778,16.42427,16.32260909,16.23866667,16.16836154,16.11481429,16.05831333,15.9994625,15.94847647,15.86611667,,,0.17
2017/1/30,24.42437029,-59.99579368,,,,16.27567477,16.37675485,16.32413428,16.27311593,16.22384865,16.17640787,16.13081776,16.08706708,16.04512042,16.00492631,15.96642304,15.92954285,15.89421483,15.86036711,15.82792827,15.79682839,16.86894,16.82323333,16.75067143,16.688175,16.59956667,16.51014,16.45012727,16.35478333,16.27482308,16.20695714,16.15440667,16.0989625,16.04118235,15.99071111,15.91046316,,-0.92
2017/1/31,24.4302217,-60.34788273,,,,16.48189588,16.44114641,16.39144367,16.34274047,16.29528007,16.24921871,16.20464912,16.16161792,16.12013838,16.08019999,16.04177549,16.00482608,15.96930526,15.93516174,15.90234148,15.87078925,16.8332,16.85666667,16.81924286,16.75625,16.70007778,16.61914,16.53606364,16.47889167,16.38866923,16.312,16.24618,16.1944625,16.13992353,16.08307778,16.03305789,15.954705,0.52
2017/2/1,24.41948671,-59.70351404,,,,16.54169599,16.46804697,16.42352314,16.37917508,16.33537006,16.29236945,16.25035478,16.20944761,16.16972454,16.13122856,16.09397772,16.05797164,16.02319649,15.9896288,15.95723829,15.92599005,16.76346,16.797,16.82228571,16.7938375,16.74066667,16.69167,16.61885455,16.542725,16.48943846,16.40490714,16.33226667,16.26929375,16.21925882,16.16637222,16.11112632,16.062205,-1.07
2017/2/2,24.4287122,-60.25685667,,,,16.58037205,16.51450128,16.47301984,16.43128507,16.3896988,16.34856128,16.30809313,16.26845312,16.22975208,16.19206394,16.15543429,16.11988715,16.08543011,16.05205849,16.01975842,15.9885093,16.75066,16.76455,16.79314286,16.81575,16.79118889,16.7436,16.69879091,16.63145,16.56020769,16.50947857,16.42924667,16.359625,16.29874706,16.24985556,16.19814211,16.14407,0.93
2017/2/3,24.42783724,-60.20415737,13.06465008,,,16.62905092,16.55154724,16.51334557,16.47448706,16.43539895,16.39641289,16.35778279,16.31970016,16.28230688,16.24570547,16.20996754,16.17514044,16.1412526,16.10831782,16.07633854,16.04530861,16.72906,16.75143333,16.76322857,16.7884125,16.80903333,16.7876,16.74466364,16.7035,16.64097692,16.57414286,16.52586667,16.449625,16.3829,16.32411111,16.27645789,16.226,-0.09
2017/2/6,24.45313814,-61.74680956,29.97453312,,,16.73567049,16.64895535,16.60925335,16.56918212,16.52906158,16.48915255,16.44966248,16.41075278,16.37254619,16.33513352,16.29857958,16.26292822,16.22820655,16.19442839,16.16159711,16.12970798,16.82426,16.805,16.81332857,16.8159125,16.83244444,16.8466,16.8237,16.78133333,16.74051538,16.67981429,16.61484667,16.56704375,16.49286471,16.42744444,16.36940526,16.32187,2.56
2017/2/7,24.45201247,-61.6773423,30.84713599,,,16.82997347,16.72839299,16.68868859,16.6486645,16.60859139,16.56869931,16.52917776,16.4901788,16.45182157,16.41419699,16.37737235,16.34139534,16.30629767,16.27209812,16.23880503,16.2064185,16.89826,16.8811,16.85647143,16.857325,16.85473333,16.86573,16.87557273,16.85216667,16.81086923,16.77085714,16.71218,16.64925,16.60223529,16.53022222,16.46627895,16.4092,-0.11
2017/2/8,24.46972023,-62.77923672,27.91945339,,,16.86367436,16.84279407,16.80059022,16.75844257,16.71651746,16.67496998,16.63393578,16.5935284,16.55383941,16.51494014,16.47688395,16.43970878,16.40343954,16.36809027,16.33366618,16.30016527,17.06946,16.99388333,16.96551429,16.9334125,16.92562222,16.91646,16.92084545,16.925275,16.89984615,16.85809286,16.8176,16.75966875,16.69764706,16.65055556,16.57978947,16.516565,1.79
